From_Category,To_Category,Ratio_of_human_to_shortest
C0080,C0016,1.4333333333333333
C0080,C0019,1.0
C0080,C0022,1.0
C0080,C0023,2.444444444444444
C0080,C0027,1.25
C0080,C0028,2.6
C0080,C0031,2.25
C0080,C0034,1.3333333333333333
C0080,C0040,2.3333333333333335
C0080,C0042,1.6666666666666667
C0080,C0048,1.6176470588235294
C0080,C0049,1.6551724137931032
C0080,C0051,2.0
C0080,C0052,1.5555555555555556
C0080,C0054,1.5833333333333333
C0080,C0055,1.5
C0080,C0058,1.4
C0080,C0061,4.2
C0080,C0062,1.0416666666666667
C0080,C0067,1.5
C0080,C0068,1.2857142857142856
C0080,C0070,2.1999999999999997
C0080,C0073,1.5
C0080,C0074,1.3333333333333333
C0080,C0075,1.3333333333333333
C0080,C0078,1.3333333333333333
C0080,C0081,1.0
C0080,C0087,1.9
C0080,C0089,1.5
C0080,C0094,1.25
C0080,C0098,1.222222222222222
C0080,C0110,1.5
C0080,C0117,1.5111111111111113
C0080,C0118,1.4999999999999998
C0080,C0119,1.1578947368421053
C0080,C0121,2.0
C0080,C0124,1.5
C0080,C0128,1.5
C0080,C0129,1.2
C0080,C0130,1.4
C0080,C0132,1.2
C0080,C0133,1.4285714285714286
C0080,C0135,1.65
C0080,C0137,2.0
C0080,C0138,1.5
C0080,C0139,1.5
C0080,C0145,1.1578947368421053
C0081,C0001,1.7235621521335804
C0081,C0003,1.7272727272727273
C0081,C0004,1.517857142857143
C0081,C0005,1.7833333333333334
C0081,C0006,1.5714285714285714
C0081,C0007,1.9333333333333333
C0081,C0008,1.7053571428571428
C0081,C0009,1.8357142857142856
C0081,C0010,1.7249999999999999
C0081,C0011,1.3448275862068966
C0081,C0012,1.2105263157894737
C0081,C0013,1.4545454545454546
C0081,C0014,1.7647058823529411
C0081,C0015,1.7142857142857144
C0081,C0016,1.800766283524904
C0081,C0019,2.2
C0081,C0020,1.6666666666666667
C0081,C0022,1.0
C0081,C0026,1.3333333333333333
C0081,C0027,1.7857142857142858
C0081,C0028,1.5
C0081,C0030,2.0
C0081,C0031,1.392857142857143
C0081,C0033,1.1666666666666667
C0081,C0034,1.8636363636363635
C0081,C0035,1.0
C0081,C0038,1.8260869565217392
C0081,C0039,2.0
C0081,C0040,2.25
C0081,C0041,1.25
C0081,C0042,2.727272727272727
C0081,C0044,1.25
C0081,C0045,1.7333333333333334
C0081,C0046,1.923076923076923
C0081,C0047,1.8571428571428572
C0081,C0048,1.888888888888889
C0081,C0049,1.55
C0081,C0050,1.2
C0081,C0051,1.4285714285714286
C0081,C0052,2.0
C0081,C0053,1.647058823529412
C0081,C0054,1.65
C0081,C0055,1.4615384615384615
C0081,C0056,1.9444444444444442
C0081,C0057,1.8888888888888886
C0081,C0058,1.8499999999999999
C0081,C0059,1.3333333333333333
C0081,C0060,2.0
C0081,C0061,1.25
C0081,C0062,2.0
C0081,C0065,1.8181818181818181
C0081,C0067,1.9230769230769231
C0081,C0068,2.333333333333334
C0081,C0070,1.736842105263158
C0081,C0072,1.0999999999999999
C0081,C0073,1.3333333333333333
C0081,C0074,1.0
C0081,C0075,2.4285714285714284
C0081,C0076,1.0
C0081,C0077,1.3333333333333333
C0081,C0078,1.6666666666666667
C0081,C0079,1.3157894736842106
C0081,C0081,1.307692307692308
C0081,C0084,1.75
C0081,C0085,1.0
C0081,C0089,1.4545454545454546
C0081,C0092,1.3333333333333333
C0081,C0093,1.6666666666666667
C0081,C0095,1.25
C0081,C0096,1.6666666666666667
C0081,C0098,1.2857142857142856
C0081,C0099,1.3333333333333333
C0081,C0102,2.1
C0081,C0103,1.8181818181818181
C0081,C0104,1.0
C0081,C0105,1.2307692307692308
C0081,C0106,4.0
C0081,C0107,2.1666666666666665
C0081,C0108,1.5
C0081,C0109,1.7
C0081,C0110,1.3333333333333333
C0081,C0111,1.5
C0081,C0113,1.888888888888889
C0081,C0114,1.8461538461538463
C0081,C0115,1.5999999999999999
C0081,C0117,2.0
C0081,C0118,1.5441176470588236
C0081,C0119,1.6307692307692307
C0081,C0120,2.0
C0081,C0121,1.4285714285714286
C0081,C0122,2.1875
C0081,C0123,1.5238095238095237
C0081,C0124,2.090909090909091
C0081,C0125,1.7619047619047619
C0081,C0126,2.08
C0081,C0128,2.0
C0081,C0129,2.1666666666666665
C0081,C0130,2.1785714285714284
C0081,C0131,1.3333333333333333
C0081,C0132,1.375
C0081,C0133,1.5999999999999999
C0081,C0134,1.736842105263158
C0081,C0135,1.8085106382978724
C0081,C0136,3.222222222222222
C0081,C0137,3.5
C0081,C0138,1.5714285714285714
C0081,C0139,1.4827586206896552
C0081,C0141,2.6666666666666665
C0081,C0142,1.0
C0081,C0143,1.25
C0081,C0144,1.8181818181818183
C0081,C0145,1.0
C0081,C0146,1.6666666666666667
C0082,C0001,1.7867298578199053
C0082,C0002,1.3333333333333333
C0082,C0003,1.3333333333333333
C0082,C0004,1.9333333333333331
C0082,C0005,1.2857142857142856
C0082,C0006,6.363636363636363
C0082,C0007,1.6578947368421053
C0082,C0008,1.7556818181818181
C0082,C0009,1.4615384615384615
C0082,C0010,9.833333333333334
C0082,C0012,1.0
C0082,C0013,1.7142857142857142
C0082,C0014,1.5625
C0082,C0015,1.1
C0082,C0016,1.6823529411764706
C0082,C0017,1.3333333333333333
C0082,C0019,1.3333333333333333
C0082,C0026,2.0
C0082,C0031,1.8888888888888888
C0082,C0032,2.6666666666666665
C0082,C0034,9.833333333333334
C0082,C0036,1.5
C0082,C0038,2.25
C0082,C0040,1.0
C0082,C0041,1.1428571428571428
C0082,C0042,1.8666666666666665
C0082,C0046,1.25
C0082,C0049,1.6666666666666667
C0082,C0051,1.0
C0082,C0052,2.333333333333333
C0082,C0053,1.3414634146341464
C0082,C0054,1.0
C0082,C0055,1.8499999999999999
C0082,C0056,1.6818181818181819
C0082,C0059,1.3529411764705883
C0082,C0061,1.4
C0082,C0062,1.9545454545454544
C0082,C0065,2.0
C0082,C0067,1.3333333333333333
C0082,C0068,1.75
C0082,C0070,1.25
C0082,C0072,1.4166666666666667
C0082,C0076,9.833333333333334
C0082,C0087,2.25
C0082,C0089,1.0
C0082,C0093,2.0
C0082,C0096,1.8
C0082,C0097,1.25
C0082,C0098,1.4
C0082,C0102,1.6666666666666667
C0082,C0103,1.0
C0082,C0105,1.5
C0082,C0107,2.0
C0082,C0109,1.0
C0082,C0110,1.5
C0082,C0111,1.5
C0082,C0115,1.0
C0082,C0117,1.5806451612903225
C0082,C0118,1.7567567567567566
C0082,C0119,1.7058823529411762
C0082,C0122,1.0
C0082,C0123,2.0
C0082,C0125,1.6666666666666667
C0082,C0127,1.0
C0082,C0133,1.1428571428571428
C0082,C0134,1.6363636363636365
C0082,C0135,1.0
C0082,C0136,2.6666666666666665
C0082,C0137,1.8333333333333333
C0082,C0138,2.0
C0082,C0139,1.7333333333333334
C0082,C0140,1.6666666666666667
C0082,C0143,1.7499999999999998
C0082,C0144,1.0
C0083,C0001,1.9894273127753304
C0083,C0002,3.8
C0083,C0003,2.25
C0083,C0004,1.785714285714286
C0083,C0005,1.7735849056603774
C0083,C0006,1.9807692307692308
C0083,C0007,2.033333333333333
C0083,C0008,1.9238578680203045
C0083,C0009,1.9056603773584908
C0083,C0010,1.25
C0083,C0011,3.6666666666666665
C0083,C0012,1.8333333333333333
C0083,C0013,1.2
C0083,C0014,1.7910447761194028
C0083,C0015,1.3157894736842106
C0083,C0016,2.00991452991453
C0083,C0017,3.8
C0083,C0019,2.6666666666666665
C0083,C0021,2.25
C0083,C0022,1.0
C0083,C0026,1.0
C0083,C0028,1.6666666666666667
C0083,C0031,1.8444444444444446
C0083,C0033,2.0
C0083,C0034,2.0571428571428574
C0083,C0035,1.625
C0083,C0038,1.9
C0083,C0039,2.0
C0083,C0041,2.1666666666666665
C0083,C0042,2.333333333333333
C0083,C0043,1.9285714285714286
C0083,C0045,1.0
C0083,C0046,1.3333333333333333
C0083,C0049,1.7142857142857142
C0083,C0051,2.714285714285714
C0083,C0052,1.75
C0083,C0053,1.55
C0083,C0054,1.7333333333333334
C0083,C0055,1.6111111111111112
C0083,C0056,2.375
C0083,C0057,1.0
C0083,C0059,1.9047619047619049
C0083,C0060,2.1999999999999997
C0083,C0061,1.3333333333333333
C0083,C0062,1.625
C0083,C0065,2.0
C0083,C0067,2.4705882352941173
C0083,C0068,1.3333333333333333
C0083,C0070,1.625
C0083,C0071,2.2222222222222223
C0083,C0072,1.4
C0083,C0074,1.6666666666666667
C0083,C0076,1.25
C0083,C0081,2.6666666666666665
C0083,C0083,1.0
C0083,C0086,6.5
C0083,C0087,1.0
C0083,C0089,1.0
C0083,C0090,1.3333333333333333
C0083,C0095,1.75
C0083,C0098,1.375
C0083,C0099,4.0
C0083,C0102,2.4615384615384617
C0083,C0103,1.6666666666666667
C0083,C0109,1.6666666666666667
C0083,C0113,1.3333333333333333
C0083,C0114,1.6666666666666667
C0083,C0115,1.0
C0083,C0117,2.0266714082503556
C0083,C0118,1.690909090909091
C0083,C0119,1.5781249999999998
C0083,C0120,1.8181818181818181
C0083,C0121,1.8823529411764706
C0083,C0122,1.5833333333333333
C0083,C0123,1.9090909090909092
C0083,C0126,2.090909090909091
C0083,C0127,3.1666666666666665
C0083,C0129,3.8000000000000003
C0083,C0132,1.3333333333333333
C0083,C0133,2.142857142857143
C0083,C0134,3.0
C0083,C0135,2.0116788321167887
C0083,C0137,2.7499999999999996
C0083,C0138,2.0
C0083,C0139,1.6923076923076923
C0083,C0140,1.3499999999999999
C0083,C0143,1.6666666666666667
C0083,C0144,1.7272727272727273
C0083,C0145,1.472222222222222
C0083,C0146,1.6666666666666667
C0084,C0001,1.7361419068736141
C0084,C0002,1.5714285714285712
C0084,C0003,1.0
C0084,C0004,1.4545454545454544
C0084,C0005,1.675925925925926
C0084,C0006,1.7272727272727275
C0084,C0007,2.0
C0084,C0008,1.6567164179104479
C0084,C0009,1.6617647058823526
C0084,C0010,2.0
C0084,C0011,2.125
C0084,C0012,1.5
C0084,C0013,1.8666666666666665
C0084,C0014,1.6203703703703705
C0084,C0015,1.9534883720930234
C0084,C0016,1.8088737201365188
C0084,C0017,1.5714285714285712
C0084,C0021,1.0
C0084,C0023,1.75
C0084,C0027,1.0
C0084,C0028,1.6666666666666667
C0084,C0029,1.5
C0084,C0031,1.3
C0084,C0032,1.5
C0084,C0033,1.3333333333333333
C0084,C0034,2.125
C0084,C0035,1.1666666666666667
C0084,C0037,1.0
C0084,C0038,2.25
C0084,C0039,2.5
C0084,C0040,2.5
C0084,C0042,2.0
C0084,C0045,1.4545454545454546
C0084,C0047,1.6666666666666667
C0084,C0049,1.7045454545454546
C0084,C0051,1.972972972972973
C0084,C0052,1.9285714285714288
C0084,C0053,1.5454545454545454
C0084,C0054,1.2222222222222223
C0084,C0055,1.78125
C0084,C0056,1.4545454545454546
C0084,C0057,2.076923076923077
C0084,C0058,1.4166666666666667
C0084,C0060,1.3333333333333333
C0084,C0061,1.0
C0084,C0062,1.3333333333333333
C0084,C0063,1.0
C0084,C0064,1.5454545454545456
C0084,C0065,1.5555555555555556
C0084,C0067,1.7083333333333333
C0084,C0068,3.4
C0084,C0070,1.0
C0084,C0071,1.25
C0084,C0072,3.6666666666666665
C0084,C0073,1.0
C0084,C0074,1.125
C0084,C0075,1.0
C0084,C0079,2.4285714285714284
C0084,C0082,1.5
C0084,C0083,2.5
C0084,C0084,2.0
C0084,C0087,1.6666666666666667
C0084,C0088,1.6666666666666667
C0084,C0090,2.1666666666666665
C0084,C0096,3.5
C0084,C0098,2.0
C0084,C0100,1.3333333333333333
C0084,C0102,2.6666666666666665
C0084,C0104,2.6666666666666665
C0084,C0105,1.1333333333333333
C0084,C0106,1.6666666666666667
C0084,C0107,1.8
C0084,C0109,1.4230769230769231
C0084,C0110,1.0
C0084,C0111,2.0
C0084,C0112,1.0
C0084,C0113,2.5
C0084,C0115,1.5833333333333333
C0084,C0116,1.8823529411764703
C0084,C0117,1.6129032258064515
C0084,C0118,1.8053691275167785
C0084,C0119,2.5789473684210527
C0084,C0120,1.6428571428571428
C0084,C0121,1.4117647058823528
C0084,C0122,1.5714285714285712
C0084,C0123,2.230769230769231
C0084,C0124,1.5555555555555556
C0084,C0125,2.0
C0084,C0126,2.0833333333333335
C0084,C0128,1.1428571428571428
C0084,C0129,1.625
C0084,C0130,2.0
C0084,C0132,1.9130434782608696
C0084,C0133,1.0
C0084,C0134,2.25
C0084,C0135,1.4666666666666668
C0084,C0136,1.0
C0084,C0137,1.4444444444444444
C0084,C0138,1.0
C0084,C0139,1.8173076923076923
C0084,C0140,1.8333333333333333
C0084,C0142,1.5
C0084,C0143,5.545454545454546
C0084,C0144,1.3571428571428572
C0084,C0145,1.2857142857142858
C0085,C0001,1.686335403726708
C0085,C0002,3.3333333333333335
C0085,C0003,1.9130434782608698
C0085,C0004,1.0
C0085,C0005,1.7586206896551726
C0085,C0006,1.696969696969697
C0085,C0007,1.8360655737704918
C0085,C0008,1.6690647482014387
C0085,C0009,1.9324324324324325
C0085,C0011,1.5294117647058822
C0085,C0012,2.0
C0085,C0013,1.7272727272727273
C0085,C0014,1.5
C0085,C0015,1.967741935483871
C0085,C0016,1.6735537190082643
C0085,C0017,3.3333333333333335
C0085,C0019,2.25
C0085,C0021,1.7857142857142858
C0085,C0022,1.0
C0085,C0030,1.0
C0085,C0033,1.0
C0085,C0034,1.7666666666666666
C0085,C0037,1.4
C0085,C0040,2.0
C0085,C0041,1.75
C0085,C0042,1.962962962962963
C0085,C0046,1.0
C0085,C0049,1.611111111111111
C0085,C0051,1.6785714285714286
C0085,C0052,1.7647058823529411
C0085,C0053,1.5
C0085,C0054,1.222222222222222
C0085,C0055,2.0
C0085,C0056,1.8
C0085,C0057,3.0
C0085,C0058,1.6666666666666667
C0085,C0060,2.0
C0085,C0061,1.25
C0085,C0062,1.5555555555555556
C0085,C0063,1.0
C0085,C0064,1.8
C0085,C0065,1.5000000000000002
C0085,C0066,1.6666666666666667
C0085,C0067,2.75
C0085,C0068,2.6
C0085,C0070,1.5833333333333333
C0085,C0072,1.5
C0085,C0073,1.375
C0085,C0074,1.625
C0085,C0081,1.5
C0085,C0082,1.5
C0085,C0083,1.6666666666666667
C0085,C0086,1.5
C0085,C0087,1.3333333333333333
C0085,C0088,1.4
C0085,C0089,1.25
C0085,C0090,2.2
C0085,C0093,1.0
C0085,C0094,1.6666666666666667
C0085,C0097,1.75
C0085,C0098,1.0
C0085,C0100,2.0
C0085,C0102,1.7272727272727273
C0085,C0104,1.2
C0085,C0105,1.5
C0085,C0107,1.6666666666666667
C0085,C0108,1.4444444444444444
C0085,C0110,1.5
C0085,C0111,1.3333333333333333
C0085,C0113,1.5
C0085,C0115,2.1818181818181817
C0085,C0117,1.7517241379310344
C0085,C0118,1.6065573770491803
C0085,C0119,1.5777777777777777
C0085,C0120,1.0
C0085,C0121,1.6363636363636365
C0085,C0122,1.1666666666666667
C0085,C0123,2.4285714285714284
C0085,C0125,1.8333333333333333
C0085,C0126,3.25
C0085,C0127,2.5
C0085,C0129,1.7083333333333333
C0085,C0132,1.78125
C0085,C0133,1.6315789473684212
C0085,C0134,1.75
C0085,C0135,1.6666666666666667
C0085,C0136,1.7307692307692308
C0085,C0137,2.1666666666666665
C0085,C0138,1.0
C0085,C0139,1.4857142857142858
C0085,C0140,1.9523809523809523
C0085,C0143,1.25
C0085,C0144,1.7272727272727273
C0085,C0145,1.4374999999999998
C0085,C0146,1.6666666666666667
C0086,C0001,1.956334386670497
C0086,C0003,1.5
C0086,C0004,2.0357142857142856
C0086,C0005,1.592105263157895
C0086,C0006,1.7619047619047619
C0086,C0007,1.8974358974358976
C0086,C0008,1.6113989637305701
C0086,C0009,1.6790123456790123
C0086,C0010,1.4545454545454546
C0086,C0011,1.7391304347826089
C0086,C0012,1.0
C0086,C0014,1.781609195402299
C0086,C0015,1.7586206896551724
C0086,C0016,2.0057705363204343
C0086,C0021,1.5
C0086,C0027,2.75
C0086,C0030,1.5555555555555556
C0086,C0031,2.1333333333333333
C0086,C0033,1.25
C0086,C0034,2.4444444444444446
C0086,C0038,1.8125
C0086,C0042,2.0
C0086,C0043,2.25
C0086,C0044,2.0
C0086,C0045,1.5714285714285714
C0086,C0046,1.5
C0086,C0047,1.25
C0086,C0048,2.3333333333333335
C0086,C0049,1.647058823529412
C0086,C0050,1.75
C0086,C0051,1.6818181818181814
C0086,C0052,2.25
C0086,C0053,1.35
C0086,C0054,2.0
C0086,C0055,1.2105263157894737
C0086,C0056,1.2222222222222223
C0086,C0057,1.6666666666666667
C0086,C0058,1.8823529411764706
C0086,C0059,1.25
C0086,C0062,1.0
C0086,C0064,1.3333333333333333
C0086,C0065,1.9166666666666665
C0086,C0066,2.3333333333333335
C0086,C0067,1.4761904761904763
C0086,C0068,1.5714285714285716
C0086,C0070,1.0
C0086,C0073,1.375
C0086,C0076,1.125
C0086,C0079,1.5277777777777777
C0086,C0080,1.0
C0086,C0081,1.9230769230769234
C0086,C0083,2.0
C0086,C0085,1.3333333333333333
C0086,C0086,2.0
C0086,C0094,2.444444444444444
C0086,C0096,1.888888888888889
C0086,C0098,1.25
C0086,C0099,4.0
C0086,C0102,1.5833333333333333
C0086,C0103,2.1
C0086,C0105,1.6666666666666667
C0086,C0107,1.75
C0086,C0108,1.2857142857142858
C0086,C0109,1.5833333333333333
C0086,C0110,1.3333333333333333
C0086,C0111,1.222222222222222
C0086,C0112,2.1999999999999997
C0086,C0114,2.0
C0086,C0115,1.4
C0086,C0117,2.018675123326286
C0086,C0118,1.7272727272727273
C0086,C0119,1.6779661016949152
C0086,C0120,1.5185185185185184
C0086,C0121,1.6842105263157894
C0086,C0122,1.5
C0086,C0123,1.0
C0086,C0124,1.8823529411764706
C0086,C0125,1.3333333333333333
C0086,C0126,1.1666666666666667
C0086,C0128,2.0
C0086,C0129,4.909090909090909
C0086,C0132,1.6666666666666667
C0086,C0133,1.9375
C0086,C0134,1.9285714285714284
C0086,C0135,2.008005822416303
C0086,C0136,2.111111111111111
C0086,C0137,2.25
C0086,C0138,1.8695652173913044
C0086,C0139,1.625
C0086,C0142,1.7777777777777777
C0086,C0143,1.4285714285714286
C0086,C0144,2.6666666666666665
C0086,C0145,2.125
C0086,C0146,1.375
C0087,C0001,1.6329670329670332
C0087,C0002,1.3333333333333333
C0087,C0003,1.6
C0087,C0004,1.875
C0087,C0005,1.4193548387096775
C0087,C0006,2.25
C0087,C0007,1.4848484848484846
C0087,C0008,1.5631067961165046
C0087,C0009,1.4727272727272727
C0087,C0010,1.1851851851851851
C0087,C0011,1.55
C0087,C0012,1.6666666666666667
C0087,C0013,1.0
C0087,C0014,1.45679012345679
C0087,C0015,2.6666666666666665
C0087,C0016,1.7952755905511812
C0087,C0017,1.3333333333333333
C0087,C0019,2.0
C0087,C0021,1.3333333333333333
C0087,C0029,1.0
C0087,C0030,2.0
C0087,C0031,2.3333333333333335
C0087,C0032,2.733333333333333
C0087,C0034,1.7999999999999998
C0087,C0035,1.3333333333333333
C0087,C0038,1.6666666666666667
C0087,C0039,2.75
C0087,C0042,1.6
C0087,C0044,1.222222222222222
C0087,C0045,1.0
C0087,C0046,1.3333333333333333
C0087,C0049,1.0
C0087,C0051,1.5
C0087,C0052,2.090909090909091
C0087,C0053,1.4
C0087,C0054,1.375
C0087,C0055,1.5
C0087,C0056,1.5
C0087,C0057,1.4166666666666667
C0087,C0058,1.8333333333333333
C0087,C0059,1.75
C0087,C0061,2.3333333333333335
C0087,C0062,1.4545454545454546
C0087,C0065,1.25
C0087,C0066,2.0
C0087,C0067,1.526315789473684
C0087,C0070,1.0
C0087,C0075,1.0
C0087,C0078,1.2083333333333333
C0087,C0081,1.3333333333333333
C0087,C0082,2.0
C0087,C0084,1.6666666666666667
C0087,C0085,1.0
C0087,C0087,1.0
C0087,C0097,1.1428571428571428
C0087,C0098,1.5999999999999999
C0087,C0102,1.5641025641025643
C0087,C0104,1.5555555555555556
C0087,C0105,1.1666666666666667
C0087,C0109,1.0
C0087,C0110,1.2857142857142858
C0087,C0111,2.6666666666666665
C0087,C0117,1.6279069767441858
C0087,C0118,1.7837837837837835
C0087,C0119,1.9574468085106385
C0087,C0120,1.0
C0087,C0121,1.0
C0087,C0122,1.4166666666666667
C0087,C0123,1.6666666666666667
C0087,C0124,1.3333333333333333
C0087,C0125,1.9166666666666667
C0087,C0128,1.346153846153846
C0087,C0129,1.3181818181818181
C0087,C0130,2.2
C0087,C0134,2.0
C0087,C0135,1.6666666666666667
C0087,C0137,1.8
C0087,C0138,2.0
C0087,C0139,1.8064516129032255
C0087,C0140,1.5
C0087,C0142,1.888888888888889
C0087,C0143,1.25
C0087,C0144,2.444444444444444
C0087,C0145,1.25
C0087,C0146,2.047619047619048
C0088,C0001,1.653136531365314
C0088,C0002,1.4666666666666668
C0088,C0003,1.6666666666666667
C0088,C0004,1.7500000000000002
C0088,C0005,1.4615384615384617
C0088,C0006,1.1904761904761905
C0088,C0007,2.473684210526316
C0088,C0008,1.5263157894736843
C0088,C0009,1.666666666666667
C0088,C0010,1.4000000000000001
C0088,C0011,2.166666666666667
C0088,C0014,1.66
C0088,C0016,1.5999999999999999
C0088,C0017,1.4666666666666668
C0088,C0020,2.3333333333333335
C0088,C0022,1.0
C0088,C0023,2.0
C0088,C0031,1.6
C0088,C0034,1.0
C0088,C0035,3.0
C0088,C0038,2.3333333333333335
C0088,C0039,2.3333333333333335
C0088,C0042,2.5384615384615383
C0088,C0049,1.3333333333333333
C0088,C0051,1.6666666666666667
C0088,C0053,1.5
C0088,C0054,1.0
C0088,C0056,1.5
C0088,C0058,1.6666666666666667
C0088,C0062,1.4999999999999998
C0088,C0067,1.7777777777777777
C0088,C0068,1.75
C0088,C0070,1.2500000000000002
C0088,C0074,1.75
C0088,C0079,1.4000000000000001
C0088,C0083,2.3333333333333335
C0088,C0085,2.0
C0088,C0092,1.3333333333333333
C0088,C0093,1.6666666666666667
C0088,C0096,2.5
C0088,C0098,1.5
C0088,C0102,1.75
C0088,C0103,2.0
C0088,C0104,1.0
C0088,C0105,1.0
C0088,C0107,2.0
C0088,C0109,1.0
C0088,C0110,1.0
C0088,C0117,1.7391304347826086
C0088,C0118,2.0
C0088,C0119,1.3599999999999999
C0088,C0122,1.5
C0088,C0124,1.4285714285714286
C0088,C0125,1.0
C0088,C0126,1.7777777777777777
C0088,C0127,2.1666666666666665
C0088,C0134,1.75
C0088,C0135,1.7142857142857142
C0088,C0138,1.25
C0088,C0139,3.0
C0088,C0142,2.3333333333333335
C0088,C0144,1.0
C0088,C0145,1.3333333333333333
C0089,C0001,1.7241129616220132
C0089,C0002,2.0625
C0089,C0003,1.4166666666666667
C0089,C0004,2.3698630136986303
C0089,C0005,1.5357142857142856
C0089,C0006,1.875
C0089,C0007,1.7297297297297296
C0089,C0008,1.6560509554140126
C0089,C0009,1.8888888888888888
C0089,C0010,1.3454545454545455
C0089,C0011,1.903225806451613
C0089,C0012,1.4545454545454546
C0089,C0013,1.1785714285714286
C0089,C0014,1.5503355704697988
C0089,C0015,1.6363636363636362
C0089,C0016,1.6919315403422985
C0089,C0017,2.0625
C0089,C0021,1.5555555555555556
C0089,C0022,1.0
C0089,C0023,10.5
C0089,C0028,1.0
C0089,C0029,1.6818181818181819
C0089,C0030,1.6363636363636365
C0089,C0031,1.65625
C0089,C0032,3.5
C0089,C0033,1.6923076923076925
C0089,C0034,1.8484848484848486
C0089,C0035,1.25
C0089,C0036,1.3333333333333333
C0089,C0037,1.3333333333333333
C0089,C0038,1.65
C0089,C0039,1.9565217391304348
C0089,C0040,1.5
C0089,C0041,1.0
C0089,C0042,1.6153846153846154
C0089,C0043,1.5
C0089,C0044,2.3333333333333335
C0089,C0045,2.0
C0089,C0046,2.0833333333333335
C0089,C0047,1.3333333333333333
C0089,C0049,1.8499999999999996
C0089,C0051,1.8260869565217392
C0089,C0052,2.0270270270270268
C0089,C0053,1.4285714285714286
C0089,C0054,1.4210526315789473
C0089,C0055,1.6071428571428572
C0089,C0056,1.4736842105263157
C0089,C0057,1.5161290322580645
C0089,C0058,1.4444444444444444
C0089,C0059,2.15
C0089,C0060,1.6923076923076923
C0089,C0061,1.6666666666666667
C0089,C0062,1.2857142857142856
C0089,C0065,1.846153846153846
C0089,C0067,2.0606060606060606
C0089,C0068,2.15
C0089,C0070,1.6666666666666667
C0089,C0071,1.6666666666666667
C0089,C0072,1.0
C0089,C0073,2.0
C0089,C0074,1.7
C0089,C0075,1.5238095238095237
C0089,C0077,1.25
C0089,C0078,1.3333333333333333
C0089,C0079,1.0833333333333333
C0089,C0080,1.6666666666666667
C0089,C0081,1.7142857142857142
C0089,C0083,5.0
C0089,C0084,1.6666666666666667
C0089,C0085,5.0
C0089,C0086,1.6666666666666667
C0089,C0087,1.0
C0089,C0088,1.2222222222222223
C0089,C0089,1.2857142857142858
C0089,C0090,1.3333333333333333
C0089,C0092,1.3333333333333333
C0089,C0094,1.0
C0089,C0097,1.8888888888888888
C0089,C0098,1.5
C0089,C0101,1.4
C0089,C0102,1.5
C0089,C0103,1.2
C0089,C0104,1.3333333333333333
C0089,C0105,1.3695652173913042
C0089,C0106,1.1666666666666667
C0089,C0107,1.5
C0089,C0109,1.3448275862068966
C0089,C0110,3.777777777777778
C0089,C0111,2.0
C0089,C0112,2.2
C0089,C0114,1.4615384615384615
C0089,C0115,1.25
C0089,C0117,1.7570621468926555
C0089,C0118,1.6585365853658536
C0089,C0119,1.6153846153846154
C0089,C0120,1.517241379310345
C0089,C0121,1.8181818181818183
C0089,C0122,1.4705882352941178
C0089,C0123,2.142857142857143
C0089,C0124,1.4444444444444444
C0089,C0125,1.3333333333333333
C0089,C0126,2.3720930232558137
C0089,C0128,1.375
C0089,C0129,1.7083333333333333
C0089,C0130,1.851063829787234
C0089,C0133,1.935483870967742
C0089,C0135,1.7446808510638296
C0089,C0137,1.4642857142857142
C0089,C0138,1.5294117647058822
C0089,C0139,1.6833333333333331
C0089,C0140,1.6904761904761905
C0089,C0141,1.5
C0089,C0142,1.425
C0089,C0143,1.6538461538461537
C0089,C0144,1.784313725490196
C0089,C0146,1.3333333333333333
C0090,C0001,1.7256317689530685
C0090,C0003,1.3333333333333333
C0090,C0004,1.48
C0090,C0005,1.75
C0090,C0006,2.2222222222222223
C0090,C0007,1.673469387755102
C0090,C0008,1.6818181818181819
C0090,C0009,2.111111111111111
C0090,C0010,2.6
C0090,C0011,1.5
C0090,C0012,1.5
C0090,C0013,1.2727272727272727
C0090,C0014,1.619047619047619
C0090,C0015,1.6
C0090,C0016,1.792929292929293
C0090,C0021,1.3333333333333333
C0090,C0026,1.222222222222222
C0090,C0027,1.0
C0090,C0028,3.3333333333333335
C0090,C0031,1.2727272727272725
C0090,C0034,2.8333333333333335
C0090,C0035,1.0
C0090,C0037,1.0
C0090,C0039,2.5
C0090,C0041,1.3333333333333333
C0090,C0042,1.9285714285714288
C0090,C0045,1.3571428571428572
C0090,C0046,2.3333333333333335
C0090,C0048,1.75
C0090,C0049,1.791666666666667
C0090,C0051,1.6363636363636362
C0090,C0052,1.6363636363636365
C0090,C0053,1.6190476190476188
C0090,C0054,1.8333333333333333
C0090,C0055,1.8947368421052633
C0090,C0056,1.0
C0090,C0057,1.5
C0090,C0058,1.7894736842105263
C0090,C0059,1.0
C0090,C0062,1.0
C0090,C0064,1.25
C0090,C0065,1.9259259259259258
C0090,C0067,2.692307692307692
C0090,C0068,1.0
C0090,C0070,2.0
C0090,C0076,2.6
C0090,C0081,1.0
C0090,C0085,2.0
C0090,C0087,1.222222222222222
C0090,C0090,1.5
C0090,C0092,2.227272727272727
C0090,C0093,1.0
C0090,C0096,2.1875
C0090,C0098,1.1666666666666667
C0090,C0102,1.4
